ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Tariana-Chacon-2019-220-119_know-1,,Tariana,Chacon-2019-220-119_know,paekanipɛ,paekanipɛ,p a e k a n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Hohoodene-Chacon-2019-220-119_know-1,,Hohoodene,Chacon-2019-220-119_know,waːhẽki̥,waːhẽki̥,w aː h ẽ k i̥/i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-119_know-1,,Moliwene,Chacon-2019-220-119_know,waʰljẽtsa,waʰljẽtsa,w a h l j ẽ ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-119_know-1,,Name,Chacon-2019-220-119_know,janʰeːki,janʰeːki,j a nʰ eː k i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-119_know-1,,Oho,Chacon-2019-220-119_know,janʰekheti,janʰekheti,j a nʰ e kʰ e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-119_know-1,,Aha,Chacon-2019-220-119_know,janʰikada,janʰikada,j a nʰ i k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Waliperi-Chacon-2019-220-121_tapuru-1,,Waliperi,Chacon-2019-220-121_tapuru,aːkoɽo,aːkoɽo,aː k o ɽ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Hohoodene-Chacon-2019-220-121_tapuru-1,,Hohoodene,Chacon-2019-220-121_tapuru,aːkoʐo,aːkoʐo,aː k o ʐ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-121_tapuru-1,,Moliwene,Chacon-2019-220-121_tapuru,akoʐo,akoʐo,a k o ʐ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Mauliene-Chacon-2019-220-121_tapuru-1,,Mauliene,Chacon-2019-220-121_tapuru,akoʐo,akoʐo,a k o ʐ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Tariana-Chacon-2019-220-121_tapuru-1,,Tariana,Chacon-2019-220-121_tapuru,hinĩsi,hinĩsi,h i n ĩ s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene2-Chacon-2019-220-121_tapuru-1,,Kumadene2,Chacon-2019-220-121_tapuru,iuʐi,iuʐi,i u ʐ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-97_hammock-1,,Aha,Chacon-2019-220-97_hammock,aːmako,aːmako,aː m a k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-97_hammock-1,,Name,Chacon-2019-220-97_hammock,aːmako,aːmako,aː m a k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-97_hammock-1,,Ehe,Chacon-2019-220-97_hammock,makaithepa,makaithepa,m a k a i tʰ e p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-97_hammock-1,,Oho,Chacon-2019-220-97_hammock,pieta,pieta,p i e t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene2-Chacon-2019-220-149_other-1,,Kumadene2,Chacon-2019-220-149_other,aːpe,aːpe,aː p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-149_other-1,,Ehe,Chacon-2019-220-149_other,apada,apada,a p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-149_other-1,,Name,Chacon-2019-220-149_other,apada,apada,a p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-149_other-1,,Moliwene,Chacon-2019-220-149_other,apadawa,apadawa,a p a d a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Hohoodene-Chacon-2019-220-149_other-1,,Hohoodene,Chacon-2019-220-149_other,apajta,apajta,a p a j t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Waliperi-Chacon-2019-220-149_other-1,,Waliperi,Chacon-2019-220-149_other,apajta,apajta,a p a j t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Tariana-Chacon-2019-220-149_other-1,,Tariana,Chacon-2019-220-149_other,paːsi,paːsi,p aː s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-149_other-1,,Aha,Chacon-2019-220-149_other,pada,pada,p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-149_other-1,,Oho,Chacon-2019-220-149_other,pada,pada,p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Werekena-Chacon-2019-220-149_other-1,,Werekena,Chacon-2019-220-149_other,pejahɐ̃,pejahɐ̃,p e j a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Mauliene-Chacon-2019-220-149_other-1,,Mauliene,Chacon-2019-220-149_other,phepa,phepa,pʰ e p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-189_snake-1,,Aha,Chacon-2019-220-189_snake,aːpi,aːpi,aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-189_snake-1,,Moliwene,Chacon-2019-220-189_snake,aːpi,aːpi,aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Hohoodene-Chacon-2019-220-189_snake-1,,Hohoodene,Chacon-2019-220-189_snake,aːpi,aːpi,aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene2-Chacon-2019-220-189_snake-1,,Kumadene2,Chacon-2019-220-189_snake,aːpi,aːpi,aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Mauliene-Chacon-2019-220-189_snake-1,,Mauliene,Chacon-2019-220-189_snake,aːpi,aːpi,aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-189_snake-1,,Name,Chacon-2019-220-189_snake,aːpi,aːpi,aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-189_snake-1,,Oho,Chacon-2019-220-189_snake,aːpi,aːpi,aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-189_snake-1,,Ehe,Chacon-2019-220-189_snake,eːpitsi,eːpitsi,eː p i ts i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Tariana-Chacon-2019-220-189_snake-1,,Tariana,Chacon-2019-220-189_snake,mawaɾi,mawaɾi,m a w a ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Waliperi-Chacon-2019-220-189_snake-1,,Waliperi,Chacon-2019-220-189_snake,umawaɽi,umawaɽi,u m a w a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Werekena-Chacon-2019-220-189_snake-1,,Werekena,Chacon-2019-220-189_snake,umeni,umeni,u m e n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-208_think-1,,Ehe,Chacon-2019-220-208_think,aːpinetaːketi,aːpinetaːketi,aː p i n e t aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Dzawinai-Chacon-2019-220-208_think-1,,Dzawinai,Chacon-2019-220-208_think,iapjẽta,iapjẽta,i a p j ẽ t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-208_think-1,,Aha,Chacon-2019-220-208_think,iwaopiakada,iwaopiakada,i w a o p i a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-208_think-1,,Moliwene,Chacon-2019-220-208_think,liapiːtɐ̃da,liapiːtɐ̃da,l i a p iː t ɐ̃ d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Hohoodene-Chacon-2019-220-208_think-1,,Hohoodene,Chacon-2019-220-208_think,nuawaːdaka,nuawaːdaka,n u a w aː d a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Mauliene-Chacon-2019-220-208_think-1,,Mauliene,Chacon-2019-220-208_think,nuawadakani,nuawadakani,n u a w a d a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Tariana-Chacon-2019-220-208_think-1,,Tariana,Chacon-2019-220-208_think,pawadawani,pawadawani,p a w a d a w a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Werekena-Chacon-2019-220-208_think-1,,Werekena,Chacon-2019-220-208_think,puɽiuta,puɽiuta,p u ɽ i u t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kowaidakenai-Chacon-2019-220-208_think-1,,Kowaidakenai,Chacon-2019-220-208_think,ɽinamanikawa,ɽinamanikawa,ɽ i n a m a n i k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene2-Chacon-2019-220-208_think-1,,Kumadene2,Chacon-2019-220-208_think,ɽiwaupiaka,ɽiwaupiaka,ɽ i w a u p i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-208_think-1,,Name,Chacon-2019-220-208_think,wawaopiaketi,wawaopiaketi,w a w a o p i a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-208_think-1,,Oho,Chacon-2019-220-208_think,japiñetaketi,japiñetaketi,j a p i ɲ e t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-81_fly-1,,Ehe,Chacon-2019-220-81_fly,aːraketi,aːraketi,aː ɾ a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-81_fly-1,,Name,Chacon-2019-220-81_fly,liarakao,liarakao,l i a ɾ a k a o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Tariana-Chacon-2019-220-81_fly-1,,Tariana,Chacon-2019-220-81_fly,naɾahinãka,naɾahinãka,n a ɾ a h i n ã k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Mauliene-Chacon-2019-220-81_fly-1,,Mauliene,Chacon-2019-220-81_fly,nuaʐakawa,nuaʐakawa,n u a ʐ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Dzawinai-Chacon-2019-220-81_fly-1,,Dzawinai,Chacon-2019-220-81_fly,nuaʐakawa,nuaʐakawa,n u a ʐ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Werekena-Chacon-2019-220-81_fly-1,,Werekena,Chacon-2019-220-81_fly,numita,numita,n u m i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene2-Chacon-2019-220-81_fly-1,,Kumadene2,Chacon-2019-220-81_fly,ɽiawʐakao,ɽiawʐakao,ɽ i a w ʐ a k a o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-81_fly-1,,Moliwene,Chacon-2019-220-81_fly,ɽiaʐakawa,ɽiaʐakawa,ɽ i a ʐ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Hohoodene-Chacon-2019-220-81_fly-1,,Hohoodene,Chacon-2019-220-81_fly,waːlakawa,waːlakawa,w aː l a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kowaidakenai-Chacon-2019-220-81_fly-1,,Kowaidakenai,Chacon-2019-220-81_fly,wiaka,wiaka,w i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-81_fly-1,,Aha,Chacon-2019-220-81_fly,jaːraketi,jaːraketi,j aː ɾ a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-81_fly-1,,Oho,Chacon-2019-220-81_fly,jarakape,jarakape,j a ɾ a k a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Hohoodene-Chacon-2019-220-203_there-1,,Hohoodene,Chacon-2019-220-203_there,aːtahã,aːtahã,aː t a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene2-Chacon-2019-220-203_there-1,,Kumadene2,Chacon-2019-220-203_there,aːteahi,aːteahi,aː t e a h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-203_there-1,,Ehe,Chacon-2019-220-203_there,aːthe,aːthe,aː tʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Waliperi-Chacon-2019-220-203_there-1,,Waliperi,Chacon-2019-220-203_there,adisiɐnahɐ̃,adisiɐnahɐ̃,a d i s i ɐ n a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-203_there-1,,Aha,Chacon-2019-220-203_there,ahareka,ahareka,a h a ɾ e k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Mauliene-Chacon-2019-220-203_there-1,,Mauliene,Chacon-2019-220-203_there,anahã,anahã,a n a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-203_there-1,,Moliwene,Chacon-2019-220-203_there,atahɐ̃,atahɐ̃,a t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-203_there-1,,Name,Chacon-2019-220-203_there,ajakathe,ajakathe,a j a k a tʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Tariana-Chacon-2019-220-203_there-1,,Tariana,Chacon-2019-220-203_there,hanɛsɛ̃m̥adenawa,hanɛsɛ̃m̥adenawa,h a n ɛ s ɛ̃ mʰ a d e n a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Werekena-Chacon-2019-220-203_there-1,,Werekena,Chacon-2019-220-203_there,witahɐ̃,witahɐ̃,w i t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-203_there-1,,Oho,Chacon-2019-220-203_there,jakaːle,jakaːle,j a k aː l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene2-Chacon-2019-220-130_man-1,,Kumadene2,Chacon-2019-220-130_man,aːtia,aːtia,aː t i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-130_man-1,,Aha,Chacon-2019-220-130_man,aːtsia,aːtsia,aː ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-130_man-1,,Name,Chacon-2019-220-130_man,aːtsia,aːtsia,aː ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-130_man-1,,Oho,Chacon-2019-220-130_man,aːtsia,aːtsia,aː ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-130_man-1,,Ehe,Chacon-2019-220-130_man,atsinali,atsinali,a ts i n a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Waliperi-Chacon-2019-220-130_man-1,,Waliperi,Chacon-2019-220-130_man,atʃiã.ɽi,atʃiã.ɽi,a tʃ i ã ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-130_man-1,,Moliwene,Chacon-2019-220-130_man,atʃiaɽi,atʃiaɽi,a tʃ i a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Hohoodene-Chacon-2019-220-130_man-1,,Hohoodene,Chacon-2019-220-130_man,atʃiaɽi,atʃiaɽi,a tʃ i a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Dzawinai-Chacon-2019-220-130_man-1,,Dzawinai,Chacon-2019-220-130_man,ãtʃiaɽi,ãtʃiaɽi,ã tʃ i a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene1-Chacon-2019-220-130_man-1,,Kumadene1,Chacon-2019-220-130_man,atʃĩãɾi,atʃĩãɾi,a tʃ ĩ ã ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Tariana-Chacon-2019-220-130_man-1,,Tariana,Chacon-2019-220-130_man,ãtʃiaɾi,ãtʃiaɾi,ã tʃ i a ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kowaidakenai-Chacon-2019-220-130_man-1,,Kowaidakenai,Chacon-2019-220-130_man,atʃinaɽi,atʃinaɽi,a tʃ i n a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Werekena-Chacon-2019-220-130_man-1,,Werekena,Chacon-2019-220-130_man,enami,enami,e n a m i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Mauliene-Chacon-2019-220-130_man-1,,Mauliene,Chacon-2019-220-130_man,tʃiaɽi,tʃiaɽi,tʃ i a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-219_vine-1,,Aha,Chacon-2019-220-219_vine,adapi,adapi,a d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-219_vine-1,,Ehe,Chacon-2019-220-219_vine,adapi,adapi,a d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-219_vine-1,,Name,Chacon-2019-220-219_vine,adapi,adapi,a d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-219_vine-1,,Oho,Chacon-2019-220-219_vine,adapi,adapi,a d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Werekena-Chacon-2019-220-3_he-1,,Werekena,Chacon-2019-220-3_he,aɛpaɾo,aɛpaɾo,a ɛ p a ɾ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Dzawinai-Chacon-2019-220-3_he-1,,Dzawinai,Chacon-2019-220-3_he,hã,hã,h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Moliwene-Chacon-2019-220-3_he-1,,Moliwene,Chacon-2019-220-3_he,haːtahɐ̃,haːtahɐ̃,h aː t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Mauliene-Chacon-2019-220-3_he-1,,Mauliene,Chacon-2019-220-3_he,hienahã,hienahã,h i e n a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Aha-Chacon-2019-220-3_he-1,,Aha,Chacon-2019-220-3_he,hlia,hlia,lʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Ehe-Chacon-2019-220-3_he-1,,Ehe,Chacon-2019-220-3_he,hlia,hlia,lʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Name-Chacon-2019-220-3_he-1,,Name,Chacon-2019-220-3_he,hlia,hlia,lʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Oho-Chacon-2019-220-3_he-1,,Oho,Chacon-2019-220-3_he,hlia,hlia,lʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Tariana-Chacon-2019-220-3_he-1,,Tariana,Chacon-2019-220-3_he,n̥ãhanaɾianʊka,n̥ãhanaɾianʊka,nʰ ã h a n a ɾ i a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
Kumadene2-Chacon-2019-220-3_he-1,,Kumadene2,Chacon-2019-220-3_he,ɽhia,ɽhia,ɽʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,
